0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
I,0.14739921689033508,-0.09585089236497879,0.1429542899131775,-0.10624115914106369,-0.012254447676241398,-0.09591743350028992,-0.21728569269180298,-0.11374019086360931,0.09168896079063416,0.0808035284280777,-0.08374584466218948,0.10649168491363525,-0.03879896178841591,0.11307749152183533,0.004294395912438631,-0.17811734974384308,0.12813080847263336,0.06430882215499878,-0.011330170556902885,0.12365952134132385,0.12857849895954132,-0.29326948523521423,0.14698101580142975,-0.09489429742097855,0.05156967043876648,-0.20093071460723877,-0.18034864962100983,-0.2817697525024414,0.04257795214653015,0.02434225007891655,-0.08620180934667587,0.11999482661485672,-0.04297007620334625,0.1281927525997162,0.02088901214301586,-0.3161945343017578,0.12179936468601227,0.018159061670303345,0.0153451357036829,-0.08051422238349915
 went,0.06024808809161186,-0.13714277744293213,0.14279533922672272,-0.007488586939871311,0.13471367955207825,0.14518404006958008,-0.30720415711402893,-0.055339887738227844,-0.03103543631732464,-0.041703179478645325,0.05717400088906288,0.024412523955106735,-0.09138268232345581,0.00484195351600647,0.11661375313997269,0.08488305658102036,-0.023884130641818047,0.07287389785051346,-0.07986032962799072,0.143081396818161,0.08420751988887787,-0.19093480706214905,0.04791669547557831,-0.020397964864969254,0.12466314435005188,0.17624405026435852,-0.25628960132598877,0.12948915362358093,0.01257273368537426,-0.023175952956080437,0.01516694575548172,0.015644073486328125,-0.13062885403633118,0.021891077980399132,0.13578860461711884,0.1269301325082779,-0.09173117578029633,0.03753688186407089,-0.07065319269895554,0.8259018659591675
 for,0.05511341243982315,0.0034375567920506,0.031787775456905365,-0.13085246086120605,0.054990559816360474,-0.06325127184391022,-0.2646483778953552,-0.024341998621821404,0.02641202323138714,0.04398519918322563,0.03845168277621269,0.022387009114027023,0.07791750878095627,-0.005144474562257528,-0.07511890679597855,0.05951755493879318,-0.006142858881503344,-0.059440113604068756,-0.06609157472848892,0.22488781809806824,0.05932948365807533,-0.08132635802030563,0.08630270510911942,-0.13552072644233704,0.02892591804265976,-0.04792715981602669,-0.2381499856710434,0.03490283340215683,0.02102694660425186,0.05842238664627075,0.06975802779197693,0.03081360086798668,0.06102997064590454,0.018905526027083397,-0.07232652604579926,0.0935174822807312,-0.0003002351149916649,-0.0701800137758255,-0.07087209820747375,0.7423837184906006
 a,-0.050628889352083206,0.005635065026581287,0.04705275595188141,-0.059263091534376144,-0.06257771700620651,-0.030276048928499222,-0.27246102690696716,0.014927922748029232,0.02979862503707409,-0.07373053580522537,0.0749187245965004,-0.027405591681599617,0.05073503404855728,0.04604830592870712,-0.012490516528487206,-0.10953067243099213,-0.05870327726006508,-0.028173431754112244,-0.01406225934624672,0.0978320762515068,-0.05091225355863571,-0.06816756725311279,0.15257921814918518,-0.05861146003007889,-0.07815205305814743,-0.019563499838113785,-0.2610894739627838,0.07487129420042038,0.01656481623649597,-0.06510034948587418,0.08272165805101395,-0.016183212399482727,0.048189882189035416,0.055400166660547256,-0.02628781646490097,-0.07881776988506317,-0.06911560893058777,-0.028186528012156487,-0.01900556869804859,0.5399858355522156
 wonderful,-0.017434852197766304,-0.003447245806455612,0.04730181768536568,-0.1546664983034134,0.16727545857429504,0.21396030485630035,-0.312969833612442,0.060307323932647705,0.004579365719109774,-0.31605422496795654,-0.04171110689640045,0.041579216718673706,0.12560713291168213,0.04556940868496895,0.17793112993240356,0.049674324691295624,0.0714300125837326,-0.023762337863445282,-0.05414871871471405,0.12315630912780762,-0.009797424077987671,-0.028537502512335777,0.17425817251205444,-0.160920187830925,0.15489403903484344,0.23169206082820892,-0.3038695752620697,0.11244304478168488,0.003700033063068986,-0.3079187572002411,-0.022081976756453514,0.0462859570980072,0.11857408285140991,0.05477777123451233,0.16786234080791473,0.08187610656023026,0.06295739114284515,-0.02197345905005932,-0.06472861021757126,0.5465227961540222
 walk,0.00785951316356659,-0.09729519486427307,0.1359909027814865,0.053365111351013184,-0.1389867514371872,-0.0249602310359478,-0.33302372694015503,-0.28288501501083374,-0.0569319948554039,-0.057227086275815964,-0.144038587808609,-0.077713742852211,-0.3252743184566498,0.0300616268068552,0.22078154981136322,-0.06319285184144974,0.16762815415859222,0.07164034247398376,-0.07700981944799423,0.17644064128398895,0.017461782321333885,-0.13118036091327667,0.267223596572876,0.049510374665260315,-0.14923538267612457,-0.013493048027157784,-0.317362517118454,-0.23455040156841278,-0.06614300608634949,-0.05730821192264557,-0.1307661384344101,-0.07093106210231781,-0.3249039351940155,0.03566617891192436,0.21829819679260254,-0.04298947751522064,0.16840648651123047,0.07871869951486588,-0.08591824769973755,0.5969275236129761
 in,-0.03371986746788025,0.010771634988486767,0.02934635430574417,0.07826326042413712,0.04231774061918259,-0.06405796110630035,-0.26834991574287415,-0.012472108006477356,0.024878790602087975,0.04521859064698219,0.028866630047559738,0.041389498859643936,0.037735529243946075,-0.01993798092007637,0.04960871487855911,0.06332387030124664,-0.04008016735315323,-0.037635594606399536,0.04696907103061676,0.22427798807621002,-0.031041085720062256,-0.009758430533111095,0.14895962178707123,0.07535720616579056,0.03332587331533432,-0.05021607503294945,-0.257895290851593,0.022424425929784775,0.027874628081917763,0.04610135033726692,0.03480684012174606,0.041984476149082184,0.03531687334179878,-0.0169064961373806,0.045293644070625305,0.09178105741739273,-0.05013104900717735,-0.03916987404227257,0.04042654111981392,0.634126603603363
 the,-0.03930363804101944,0.005014663562178612,0.04211645573377609,0.03978429734706879,-0.036216069012880325,-0.05482484772801399,-0.2568359971046448,-0.0015261882217600942,0.02507435716688633,0.0430118627846241,-0.05633177235722542,-0.05597971752285957,0.053264033049345016,-0.0063409265130758286,-0.009943939745426178,-0.0844486802816391,-0.0464216023683548,-0.028493281453847885,0.012838277965784073,0.08106721937656403,-0.03677286580204964,0.001835954375565052,0.15953071415424347,0.0375412218272686,-0.03942881524562836,-0.04578975960612297,-0.2484351098537445,0.03055931255221367,0.025068670511245728,0.043763674795627594,-0.04893379285931587,-0.05709754303097725,0.052056241780519485,-0.002997877774760127,-0.008159145712852478,-0.061502039432525635,-0.04112574830651283,-0.02492775209248066,0.005788866430521011,0.485984206199646
 park,0.1440286785364151,-0.05753324180841446,0.05728748440742493,-0.005144153255969286,-0.3093920052051544,-0.08264043182134628,-0.35380586981773376,-0.05306071788072586,0.11780508607625961,-0.1415037214756012,0.02985927276313305,-0.18552367389202118,-0.12232811748981476,-0.0032763963099569082,0.06606972217559814,-0.08227112889289856,0.12285641580820084,0.11781054735183716,-0.17593097686767578,0.095866858959198,0.14279061555862427,-0.05930662155151367,0.168332040309906,-0.009926212951540947,-0.3180258274078369,-0.07670280337333679,-0.34665703773498535,-0.01069934293627739,0.11979570239782333,-0.1408778578042984,0.032905347645282745,-0.18397802114486694,-0.12198399752378464,-0.0011016482021659613,0.07014534622430801,-0.05636598914861679,0.11769767850637436,0.12032027542591095,-0.18361453711986542,0.46790769696235657
 today,0.06571847945451736,0.037142083048820496,0.055896636098623276,0.05885230749845505,0.020515430718660355,-0.026616491377353668,-0.26856404542922974,0.03012824058532715,-0.061337344348430634,-0.2745869755744934,-0.036504365503787994,-0.146703839302063,0.16788367927074432,0.03892561048269272,-0.016427451744675636,0.15248537063598633,0.06738007813692093,-0.11886201798915863,0.09957292675971985,0.05363041162490845,0.07065562903881073,0.03928784653544426,0.1736779808998108,0.05873851105570793,0.014842502772808075,-0.023149143904447556,-0.26899102330207825,0.056212395429611206,-0.0573565736413002,-0.2747214138507843,-0.036180172115564346,-0.14980429410934448,0.1686622053384781,0.04352743178606033,-0.011698883026838303,0.17118096351623535,0.07379081845283508,-0.12094271928071976,0.0941564291715622,0.4199894368648529
 and,-0.05284769460558891,-0.0011421610834077,0.030274951830506325,0.021701687946915627,0.02467229776084423,-0.06289862096309662,-0.25315120816230774,-0.02574658952653408,-0.05934827774763107,0.0024699538480490446,0.05307195335626602,0.027023179456591606,-0.006145458668470383,-0.01910295896232128,-0.042820777744054794,0.04369090497493744,-0.05487104505300522,-0.05013829097151756,0.018100392073392868,0.17722681164741516,-0.05124710872769356,0.0051054819487035275,0.1306743174791336,0.018480176106095314,0.022257963195443153,-0.057487472891807556,-0.24882817268371582,0.009072067216038704,-0.050473734736442566,0.006083555985242128,0.052694618701934814,0.02884988859295845,-0.0027553297113627195,-0.021030841395258904,-0.04366878420114517,0.06539542973041534,-0.05671099200844765,-0.04784311354160309,0.00761483795940876,0.5418453216552734
 saw,-0.04054417088627815,-0.20640195906162262,0.17422978579998016,0.04436129704117775,-0.11622278392314911,0.20108693838119507,-0.29145750403404236,-0.1334284245967865,-0.06553976237773895,-0.17660674452781677,-0.07718931883573532,-0.15579374134540558,-0.14674367010593414,-0.045158568769693375,0.17788033187389374,0.08606042712926865,-0.060872793197631836,0.045090239495038986,-0.011388914659619331,0.13868235051631927,-0.04410569742321968,-0.18890784680843353,0.28099262714385986,0.04361846670508385,-0.11967970430850983,0.20454153418540955,-0.28874093294143677,-0.10095298290252686,-0.06264544278383255,-0.17950518429279327,-0.07689949125051498,-0.15643668174743652,-0.14829957485198975,-0.04609452933073044,0.1822691261768341,0.10194100439548492,-0.059750523418188095,0.04534643143415451,-0.013389130122959614,0.47374069690704346
 a,-0.050628889352083206,0.005635065026581287,0.04705275595188141,-0.059263091534376144,-0.06257771700620651,-0.030276048928499222,-0.27246102690696716,0.014927922748029232,0.02979862503707409,-0.07373053580522537,0.0749187245965004,-0.027405591681599617,0.05073503404855728,0.04604830592870712,-0.012490516528487206,-0.10953067243099213,-0.05870327726006508,-0.028173431754112244,-0.01406225934624672,0.0978320762515068,-0.0505693256855011,0.022839661687612534,0.14398661255836487,-0.06368114054203033,-0.0669800266623497,-0.027899175882339478,-0.2794622778892517,0.04796913266181946,0.03769204020500183,-0.07485543191432953,0.07069055736064911,-0.02550024539232254,0.05233044922351837,0.04248569905757904,-0.006026838440448046,-0.09191722422838211,-0.06007659062743187,-0.024275992065668106,-0.02254630997776985,0.407976895570755
